,Q16288,Q9UM73,P06213,P52564,Q8IU85,P04629,P42345,P51617,Q15418,P78368,P48729,P51812,Q16539,P54646,Q02763,Q9HCP0,O75582,P48736,Q96GD4,P16591,P48730,P22607,Q9Y4K4,P67870,Q9HAZ1,O43293,O00444,O15530,P51957,P16234,Q9UQM7,P36507,Q9BXA7,P35968,O60674,Q9H4B4,Q86V86,Q05397,P00533,O14757,P07333,Q9Y243,P12931,O14965,Q7KZI7,P15056,Q13237,P29317,O95819,P11362,Q15759,P53778,O00311,P35916,Q05655,Q14680,P30291,Q9HBY8,P10721,Q8TDC3,O00418,P24941,Q00535,P41240,P06493,P22694,P78527,Q16644,P04049,Q96PF2,Q13131,O15111,P54619,P09619,P11309,Q9UBF8,P15735,P29376,P49841,P07948,Q06418,P30530,Q9H3Y6,P51813,O00141,Q13188,Q13976,Q12866,Q07912,Q9NWZ3,P50613,Q9P289,Q02156,P17252,P08631,P49759,Q13557,Q02750,P43405,Q05513,Q15078,Q9BWU1,P04626,P07332,P28482,P21802,Q9NR20,Q9HBH9,Q16620,P80192,P53350,P05129,P53667,P27448,P50750,P36888,Q13627,P27361,O94806,Q9UGJ0,P31749,Q00534,Q14164,Q5S007,Q9BUB5,Q14289,P52333,Q99683,O15264,P05771,Q04912,P17612,P22612,P07949,Q9Y463,P54760,Q13555,Q8NE63,Q13882,O14920,Q9UHD2,Q12851,O43781,P17948,P06241,Q9UGI9,P51451,P06239,O15075,Q96SB4,Q13554,P34947,Q08881,P49137,Q5VT25,P19784,P43403,Q14012,P29323,Q15118,P49336,P49760,P24723,Q16566,P42684,P42336,Q96RG2,Q9NYL2,Q9H2G2,O96017,Q9Y6M4,P68400,Q15139,O00329,Q04759,P08069,Q9H2X6,P31751,P42679,P11802,Q8N4C8,P08581,P00519,Q06187,Q96KB5,Q04771,P49840,P41279,P41743
Q15139,0.071010219,0.05606381,0.070199828,0.102938696,0.156829356,0.075549956,0.034514105,0.056433345,0.119656658,0.064062352,0.071722544,0.117087888,0.104990179,0.111057447,0.07718091,0.067020379,0.120062475,0.050870544,0.12327491,0.075859489,0.065753688,0.072860567,0.066913338,0.030071015,0.088686284,0.129094051,0.069101767,0.100083246,0.075213643,0.074320146,0.127303446,0.094389131,0.125216168,0.067010616,0.071570638,0.08749918,0.116830941,0.068937466,0.071290178,0.087534144,0.067814162,0.121617201,0.076201615,0.122559467,0.087843093,0.114975187,0.10683048,0.079568077,0.068084582,0.077147867,0.104770328,0.104254773,0.064793389,0.070027058,0.158361625,0.103774354,0.066331749,0.119578206,0.068099203,0.094164944,0.044556287,0.124316701,0.118677915,0.077078588,0.126688025,0.140759895,0.029280605,0.124250023,0.116395281,0.136848652,0.117556376,0.074496173,0.042965898,0.074022783,0.111206375,0.054714059,0.131327129,0.076706221,0.093081805,0.086449475,0.080653226,0.081289159,0.074128176,0.08675996,0.11810826,0.095440581,0.116645553,0.076896768,0.052475158,0.088044219,0.099841734,0.090000171,0.152564529,0.15003874,0.072841404,0.099722616,0.128313383,0.099083839,0.07626794,0.112359475,0.042469149,0.086529072,0.066816357,0.074588709,0.119860297,0.075246182,0.080645056,0.11363015,0.073716787,0.06531613,0.083080986,0.157611562,0.099367799,0.090008905,0.092926775,0.074381877,0.065224651,0.117490928,0.690269282,0.048626571,0.12228842,0.112233473,0.07608097,0.059430176,0.108138275,0.074759212,0.083813584,0.082427898,0.104619413,0.151794892,0.070932861,0.145089747,0.140323033,0.071640257,0.069589538,0.081922448,0.119376717,0.079338257,0.079392658,0.077075957,0.071901928,0.070697437,0.094201987,0.064211009,0.066516992,0.044623163,0.072324217,0.076226924,0.126556497,0.05905317,0.103514912,0.095815661,0.082207316,0.120222099,0.053206916,0.087101582,0.086612983,0.155423469,0.07703924,0.048715308,0.093409281,0.095910771,0.147397216,0.14226924,0.055919357,0.054820019,0.087617402,0.061513389,0.057334112,0.167114631,0.064356651,0.085446212,1.0,0.050134261,0.152144948,0.064433952,0.068571272,0.129107062,0.07786622,0.107129977,0.064016111,0.067049603,0.064161502,0.086201099,0.070486884,0.071915462,0.096087286,0.082012059,0.1085559
O00329,0.04831402,0.042770655,0.043943148,0.042056092,0.04144816,0.050089995,0.053427908,0.049272026,0.044840801,0.036277299,0.039361569,0.045356669,0.040434092,0.044938488,0.04845192,0.037664005,0.045083807,0.274311108,0.040738126,0.04921023,0.035422498,0.05583566,0.048704106,0.037827729,0.043585884,0.043462782,0.03906689,0.047673581,0.03994164,0.049455351,0.041244766,0.039498717,0.036923967,0.04720389,0.059534362,0.044879396,0.041851224,0.044026092,0.046218319,0.039490338,0.052609176,0.042004952,0.042434677,0.03980654,0.042149695,0.051746712,0.046429496,0.047171398,0.04587498,0.051953743,0.041286466,0.04077326,0.049345684,0.051087429,0.044926003,0.047618473,0.050734271,0.045512718,0.045576824,0.036897278,0.043019026,0.038008734,0.041137072,0.049255268,0.044423827,0.033304187,0.045654736,0.04371859,0.053417456,0.03900957,0.0449724,0.057604454,0.042170439,0.053426035,0.043423741,0.09451163,0.043726308,0.041914435,0.038660909,0.047217682,0.049188767,0.057052435,0.048408996,0.048672647,0.038476244,0.03698483,0.046555579,0.050172801,0.036610324,0.043408078,0.034681654,0.045300017,0.052385129,0.053478359,0.044194568,0.037065228,0.043975606,0.039566461,0.051826302,0.046669445,0.040427209,0.032323823,0.045347501,0.054502097,0.039900991,0.049558906,0.041815141,0.040481364,0.047424391,0.043180379,0.050349914,0.053807201,0.044212934,0.038700656,0.044794598,0.05137788,0.036508574,0.037849028,0.047370499,0.043143937,0.042252397,0.039552074,0.05225737,0.042879791,0.042478808,0.053611181,0.052443651,0.046283815,0.04803692,0.049197878,0.055752834,0.035693485,0.038310502,0.049260246,0.040197903,0.043058368,0.044352925,0.047012893,0.05195403,0.053617532,0.048742796,0.051355435,0.047478754,0.046036164,0.040042941,0.043417492,0.047200149,0.050343242,0.042361591,0.043715165,0.044413226,0.044900581,0.048227353,0.046543498,0.043270942,0.037350942,0.047572743,0.042852969,0.04471861,0.040512732,0.04018057,0.034303925,0.041703021,0.037097719,0.039827745,0.37427838,0.046225916,0.044069298,0.041604643,0.04355668,0.036921699,0.038952177,0.050134261,1.0,0.053651659,0.039866223,0.041599095,0.040165859,0.043279888,0.032498736,0.051318917,0.047749112,0.036766593,0.050105003,0.038728102,0.045786364,0.032534968,0.043905971,0.049039214
Q04759,0.102542535,0.059618895,0.063483974,0.102814831,0.147596781,0.086923987,0.030502354,0.081062444,0.182919308,0.081236558,0.070839208,0.180978784,0.119353612,0.131700663,0.076183249,0.08034386,0.167993937,0.049573144,0.165388816,0.096472536,0.082658955,0.101673548,0.087843516,0.050585647,0.086360336,0.117641577,0.096120413,0.180166099,0.080595407,0.0792568,0.112172036,0.112779749,0.125326506,0.077952263,0.08460729,0.101757684,0.097195219,0.080337264,0.087277613,0.107568832,0.080157221,0.272793835,0.098768534,0.165299448,0.121509877,0.105739372,0.157166747,0.078857266,0.060800694,0.110592285,0.112736658,0.117360595,0.060585631,0.068930812,0.649120601,0.103911993,0.070991749,0.244555972,0.080664805,0.111658185,0.061301067,0.140031934,0.122093521,0.101130823,0.137064806,0.23247464,0.028925312,0.137729007,0.125971288,0.1261462,0.131824266,0.085254389,0.03639547,0.078400589,0.096321752,0.052986874,0.118808788,0.065933253,0.106702786,0.098416356,0.102121875,0.086943991,0.094963254,0.095682967,0.256540628,0.115628252,0.175530502,0.083836761,0.069033517,0.090884282,0.10742784,0.12959396,0.410767457,0.384996949,0.102845588,0.091573044,0.111667596,0.113080098,0.098001592,0.280379359,0.037523323,0.090623659,0.079508296,0.100093483,0.108533168,0.102522405,0.082393911,0.12028342,0.090429945,0.070602148,0.12090078,0.36136787,0.113250167,0.114975189,0.109401208,0.091705183,0.081388188,0.103476714,0.154410795,0.038828377,0.263677769,0.120065728,0.066618988,0.051559125,0.118286817,0.084833424,0.074485495,0.075108193,0.118204587,0.389174937,0.066678391,0.233203689,0.222157846,0.085280321,0.08370922,0.072503315,0.104344929,0.073293426,0.104775608,0.078214771,0.070378762,0.080997647,0.098522934,0.07878223,0.101066633,0.04300676,0.101598113,0.094681937,0.112274693,0.06426778,0.088129412,0.159814206,0.084642681,0.138289976,0.102948208,0.112966215,0.096346812,0.152639502,0.078328396,0.039805182,0.090686673,0.076916547,0.409068991,0.121983077,0.074646603,0.055847169,0.077828204,0.071059907,0.072875536,0.132331853,0.077841903,0.10113651,0.152144948,0.053651659,1.0,0.067587263,0.062096602,0.267300059,0.103513319,0.104961459,0.058078533,0.061956735,0.081222029,0.095044392,0.075539363,0.09048022,0.098380939,0.095205948,0.280602652
P08069,0.141301643,0.126067954,0.577189344,0.064563922,0.054443787,0.144011238,0.034963877,0.06437902,0.059119044,0.044177511,0.047281139,0.062332305,0.055295552,0.054082344,0.123909936,0.042871159,0.055719423,0.043121177,0.068233817,0.127805961,0.05411829,0.132761516,0.04574084,0.03380292,0.059219664,0.055749944,0.046772469,0.051621259,0.050294338,0.114940018,0.044305437,0.056644892,0.073006352,0.117357821,0.095219761,0.052916435,0.065184224,0.114600907,0.147072216,0.057563046,0.120312068,0.065582726,0.139090534,0.062429561,0.051211706,0.09606911,0.057550329,0.132504971,0.045385404,0.140225522,0.056444201,0.056340404,0.03464429,0.117304704,0.064490806,0.043257838,0.053959474,0.047313159,0.11621342,0.05018776,0.038852746,0.075568637,0.069072422,0.136398284,0.084096649,0.06130514,0.034138685,0.051297716,0.091127774,0.06907157,0.05399351,0.05276254,0.035075233,0.111892179,0.060264311,0.043393319,0.06655147,0.142449419,0.056258941,0.137078024,0.144866392,0.153936034,0.131015638,0.135849564,0.059382347,0.066005216,0.055622997,0.136309101,0.078787791,0.073760271,0.061997871,0.086156669,0.054153237,0.060585453,0.135293871,0.050988023,0.044617224,0.061209237,0.116885872,0.055667741,0.031815271,0.054334123,0.138787717,0.126519485,0.063067793,0.136839869,0.050351077,0.053229882,0.156328701,0.065269243,0.059728812,0.065835425,0.083813734,0.053136724,0.061914795,0.113548427,0.039696588,0.064352407,0.066002153,0.042996709,0.067003304,0.071851861,0.046320675,0.055137059,0.047094767,0.111619999,0.095694592,0.064140877,0.060628297,0.060161756,0.105988077,0.056070853,0.057334723,0.120308656,0.048830281,0.122485267,0.04807689,0.049538796,0.132957133,0.047397108,0.048028986,0.047740547,0.057490139,0.111903657,0.128683692,0.042166742,0.134087859,0.138853244,0.065391597,0.04321837,0.03959782,0.063705752,0.12502461,0.053405369,0.04890168,0.061208452,0.110805383,0.0579783,0.129076327,0.041331666,0.058989818,0.04877617,0.058048798,0.058348921,0.106278641,0.047365399,0.066592143,0.069641599,0.047376664,0.066740071,0.045465218,0.059992549,0.064433952,0.039866223,0.067587263,1.0,0.039628793,0.06790998,0.129400365,0.070837076,0.044274257,0.114759526,0.112609753,0.12661257,0.065643241,0.069176199,0.054556655,0.057005158,0.051866005
Q9H2X6,0.045198915,0.048185844,0.04046904,0.071375844,0.096168911,0.052703819,0.038247868,0.067304802,0.079539531,0.06505265,0.058761582,0.078122526,0.117272925,0.071686035,0.045762771,0.065074785,0.076570631,0.041981729,0.080106892,0.042187631,0.060009911,0.04977532,0.065719136,0.030643088,0.125836952,0.081467507,0.077609617,0.085908249,0.077986604,0.044455664,0.095574562,0.074400145,0.071680551,0.04906839,0.045267016,0.066081251,0.06253889,0.055410515,0.051428965,0.064343781,0.048515697,0.071076836,0.057376369,0.080699552,0.070623104,0.052717209,0.057810879,0.049794212,0.066476464,0.052678708,0.110103829,0.103911965,0.067987585,0.044630489,0.068506224,0.083639435,0.06043061,0.073221793,0.045894467,0.079818951,0.038585708,0.126792457,0.114138753,0.057765062,0.106458002,0.082644398,0.030597484,0.084765834,0.057422192,0.071981371,0.074595492,0.077220197,0.035626053,0.044965699,0.067943144,0.048393246,0.075431814,0.045448332,0.107060517,0.056932003,0.047981183,0.051529968,0.056566186,0.048646522,0.078732624,0.068587511,0.061541541,0.050065258,0.067749772,0.055098036,0.109774007,0.070315478,0.063806301,0.062967731,0.059051497,0.134138884,0.093564146,0.071025101,0.060909938,0.06269448,0.042228791,0.09136593,0.052673144,0.043747543,0.107102827,0.047345107,0.160227618,0.080140731,0.046671236,0.07348962,0.062964939,0.064336421,0.053247349,0.066533669,0.09978037,0.042649002,0.164691779,0.10542713,0.065649132,0.047030582,0.072520061,0.121541133,0.061896657,0.039182202,0.063762816,0.049612194,0.050615584,0.051971791,0.107121352,0.063402965,0.0500212,0.082485923,0.084966096,0.047362164,0.159919712,0.045816649,0.086503208,0.218682724,0.053118944,0.071004462,0.051477039,0.076929976,0.137705957,0.047530112,0.056605123,0.043798363,0.063091401,0.062741628,0.080553595,0.060788573,0.093041737,0.067104642,0.041093414,0.079533164,0.055167284,0.095554813,0.052691736,0.087777683,0.050878896,0.035095769,0.095188994,0.120803861,0.060958661,0.097305948,0.065612189,0.04065142,0.046502008,0.074207331,0.060122726,0.081695632,0.062033046,0.097716763,0.068571272,0.041599095,0.062096602,0.039628793,1.0,0.069764889,0.049711394,0.107653285,0.071721159,0.049330651,0.067414087,0.05850592,0.043300872,0.063875479,0.101402533,0.061164258,0.066673819
P31751,0.079994825,0.050023024,0.069088936,0.133257905,0.211501747,0.074052362,0.03537225,0.074983376,0.25396289,0.092548493,0.09103308,0.254774835,0.142124199,0.166690112,0.06641473,0.104625818,0.240862044,0.044614061,0.216650822,0.080091064,0.088083912,0.088241668,0.098092461,0.042100919,0.11009185,0.16825639,0.111934829,0.209384789,0.109284473,0.065936072,0.148177618,0.141077692,0.170203533,0.072168696,0.075248774,0.140981574,0.145315688,0.07647548,0.056050747,0.124286935,0.069012038,0.796923416,0.097382478,0.199733684,0.154070325,0.096820213,0.179831534,0.068224651,0.075922727,0.086549096,0.128650117,0.140957318,0.084831438,0.062549528,0.27156772,0.152771893,0.092841006,0.380244212,0.063372335,0.132485731,0.047809368,0.157871703,0.136175669,0.12021276,0.153327593,0.329954177,0.022798972,0.181435408,0.11149809,0.186189362,0.172387794,0.104360324,0.049069883,0.064027167,0.138622304,0.04390805,0.165364843,0.066946694,0.128394366,0.10372035,0.099363989,0.079525819,0.092148051,0.085352567,0.369634943,0.128248624,0.214033875,0.076095132,0.074955192,0.116507335,0.136994366,0.156575061,0.283552638,0.288958377,0.09373418,0.10866217,0.152611029,0.139065767,0.093584733,0.311903135,0.042761157,0.100954853,0.05629151,0.086497275,0.116721515,0.089051921,0.100239005,0.153579218,0.072453274,0.092207994,0.147389125,0.268153109,0.116608295,0.155869077,0.133817787,0.06578039,0.099484206,0.117126766,0.128561965,0.049449952,0.8381583,0.127305054,0.085589187,0.056145512,0.150698667,0.079876533,0.086520406,0.089733598,0.138956243,0.29972147,0.065798045,0.326786839,0.315795777,0.08016113,0.106799024,0.081453142,0.142677925,0.089276042,0.103713369,0.101116977,0.0849916,0.104197727,0.104011201,0.076805125,0.097006181,0.054403059,0.101580768,0.09166073,0.149508766,0.053527371,0.127191749,0.211689471,0.095721442,0.17636662,0.122162114,0.137826571,0.090799373,0.209028516,0.066940942,0.052322799,0.10421345,0.101865569,0.293596471,0.169951429,0.081965645,0.046994448,0.084453464,0.075550044,0.08431419,0.150987259,0.094535713,0.120261284,0.129107062,0.040165859,0.267300059,0.06790998,0.069764889,1.0,0.111606237,0.11682697,0.071416532,0.062122806,0.080389714,0.108240874,0.097669812,0.09283167,0.122518098,0.102308688,0.317391389
P42679,0.161060404,0.122909202,0.131711126,0.111409163,0.10885504,0.160953959,0.034365654,0.113416284,0.089389972,0.071289606,0.084667544,0.086074387,0.108827032,0.096663612,0.141779534,0.076316004,0.076245777,0.048985187,0.113474542,0.23109899,0.090915757,0.194222454,0.068941164,0.04287143,0.084217328,0.092937082,0.067822252,0.099906758,0.069443888,0.140124318,0.076108626,0.107668775,0.129374932,0.129815946,0.127621577,0.082413929,0.107918953,0.156515527,0.130693675,0.091236718,0.160747668,0.108962304,0.291209717,0.117446888,0.093390734,0.134973135,0.086937891,0.163456591,0.05884082,0.196239042,0.114429071,0.107280165,0.059384906,0.135092639,0.111426818,0.073825692,0.085417685,0.095244439,0.1421874,0.092156599,0.050077662,0.136740729,0.114927695,0.50356799,0.131065501,0.102037878,0.023854036,0.095951974,0.139146251,0.109440754,0.095902621,0.08248516,0.04934299,0.134446553,0.103301019,0.043123492,0.080573178,0.170665587,0.098954443,0.28824214,0.155116386,0.166120296,0.278850768,0.214566573,0.092593305,0.108762696,0.105822468,0.151091818,0.133789576,0.146793272,0.106547504,0.119965381,0.0819393,0.109679781,0.294468237,0.091768033,0.075527292,0.114975201,0.222310373,0.101320149,0.047964775,0.077448419,0.123618469,0.218908077,0.103200863,0.191803901,0.067621473,0.085866855,0.156677753,0.106811704,0.084572351,0.100126075,0.128698389,0.097757776,0.114292367,0.146625756,0.071542291,0.106184873,0.071326442,0.035194103,0.108763719,0.127524506,0.064232387,0.064465541,0.070533381,0.142169553,0.128033205,0.08404083,0.109559261,0.105263742,0.131056172,0.103777042,0.102152688,0.138246723,0.081090695,0.165142691,0.077798491,0.073988004,0.290683025,0.076888277,0.063744859,0.065094352,0.089748652,0.13665142,0.27737568,0.050764592,0.280931884,0.294679601,0.09161055,0.058569008,0.069905847,0.089121662,0.238911823,0.094322837,0.040066387,0.060213224,0.215637826,0.106221299,0.152794176,0.058569421,0.078831886,0.079464484,0.080274584,0.0781882,0.190027071,0.039576146,0.071602493,0.105403933,0.061292253,0.099453652,0.073630753,0.066269351,0.07786622,0.043279888,0.103513319,0.129400365,0.049711394,0.111606237,1.0,0.111059465,0.058014156,0.128298415,0.194369824,0.22614642,0.108314817,0.11284565,0.094956091,0.106562406,0.094338842
P11802,0.088265502,0.067105321,0.079888664,0.160613011,0.159398294,0.098829435,0.028034538,0.083317828,0.115097703,0.092583723,0.111091412,0.111126242,0.248982274,0.142361649,0.076512445,0.098049097,0.096456339,0.037103434,0.151743631,0.097126842,0.099346595,0.09112092,0.105589743,0.067870285,0.151562891,0.147696035,0.099642834,0.120543843,0.102693105,0.074473868,0.162445587,0.155428298,0.120962947,0.067087888,0.088100017,0.113554254,0.143732521,0.079131045,0.071848603,0.133452932,0.075018363,0.127154338,0.103431436,0.14399745,0.097298878,0.097783398,0.096917756,0.072834702,0.08032037,0.099714933,0.247540677,0.246627053,0.085208408,0.070206747,0.094798261,0.114436924,0.088715069,0.118899937,0.077832025,0.110539387,0.046916056,0.424787321,0.399111978,0.10133237,0.404344167,0.123947648,0.021494745,0.144693727,0.112707625,0.118286525,0.144655118,0.109445299,0.064993459,0.075926939,0.117953049,0.038922104,0.166337639,0.092882565,0.204822179,0.102538027,0.086231985,0.091765277,0.111191707,0.09007593,0.121761424,0.143707044,0.090605015,0.082505048,0.073413792,0.107705189,0.310057772,0.150035744,0.097586012,0.094964047,0.1009446,0.155851541,0.16742254,0.149724167,0.09608599,0.09910752,0.07251063,0.265638669,0.068596176,0.104176685,0.272215482,0.100167913,0.176346686,0.119223974,0.088365202,0.092529465,0.100649786,0.097873374,0.09780978,0.098284787,0.282058078,0.079804289,0.161254117,0.260576833,0.108081322,0.05290461,0.117020392,0.663277731,0.106702459,0.046331765,0.118824434,0.074379147,0.081256064,0.0838389,0.245923263,0.084109585,0.071784903,0.132806294,0.139786123,0.077161214,0.170993251,0.089253702,0.152764905,0.15427491,0.10717885,0.116620923,0.101824414,0.106709308,0.182661885,0.069662397,0.105431222,0.051926709,0.106704643,0.110848613,0.117174241,0.108174865,0.136635466,0.095063459,0.109734793,0.139459149,0.05592018,0.191225888,0.093775744,0.164400886,0.082908324,0.069191582,0.266080632,0.149590526,0.101378859,0.170659602,0.074955701,0.036860869,0.080579329,0.082154249,0.085195763,0.125086087,0.094995789,0.190799108,0.107129977,0.032498736,0.104961459,0.070837076,0.107653285,0.11682697,0.111059465,1.0,0.077320023,0.074038586,0.074015286,0.083984728,0.098192691,0.103731199,0.188886188,0.125354663,0.096236614
Q8N4C8,0.039834652,0.041551569,0.048988937,0.115446432,0.083367398,0.03984066,0.036102327,0.054851754,0.075763762,0.051328434,0.05192976,0.069492201,0.072716652,0.076280513,0.047645154,0.056231821,0.074305241,0.043826407,0.083088859,0.049511674,0.055700881,0.054442815,0.155286852,0.027619332,0.056302156,0.098356182,0.086628099,0.080709579,0.101385353,0.040389831,0.070087818,0.10130921,0.079899944,0.045620612,0.051086767,0.081348047,0.070370054,0.06658403,0.04586959,0.075483682,0.044142206,0.070061724,0.059149761,0.077696641,0.088695434,0.065923673,0.054065954,0.04863157,0.61046902,0.056220457,0.079866406,0.084564781,0.043757216,0.046216033,0.056281143,0.073883932,0.05372761,0.073765378,0.04259107,0.101009903,0.04462908,0.089526757,0.087135239,0.063065235,0.09519283,0.084777636,0.03037181,0.081636399,0.069185587,0.077500418,0.084412297,0.071426431,0.039990726,0.053555903,0.063727659,0.040737999,0.090653469,0.047021125,0.075345291,0.063051178,0.04919116,0.053931105,0.056047642,0.054342264,0.076760306,0.182665491,0.063215971,0.049776193,0.085967009,0.066668764,0.072496301,0.185989207,0.056365132,0.060272697,0.0586425,0.058152688,0.071091689,0.105255303,0.046496398,0.067663873,0.032335598,0.081983836,0.058434133,0.051123047,0.073043324,0.056533413,0.074670343,0.064715668,0.04293822,0.098959314,0.076109818,0.05710734,0.067214053,0.089909859,0.08691977,0.045573319,0.064130141,0.07456988,0.060535402,0.054968974,0.069849975,0.081141079,0.072764238,0.035757319,0.068177041,0.054237147,0.04626275,0.062206611,0.080916031,0.055454132,0.041616022,0.085806832,0.086705889,0.04586113,0.080347723,0.049449051,0.069522861,0.08175639,0.067706854,0.073145011,0.064125857,0.157922522,0.058513249,0.04423291,0.061526971,0.044419793,0.068140408,0.061420065,0.058313727,0.051774637,0.086898865,0.061187344,0.0567173,0.070260883,0.082181567,0.068031526,0.050472632,0.084824821,0.046092843,0.033158801,0.075707708,0.058090196,0.063201401,0.078756155,0.071657039,0.035613807,0.047154957,0.086493703,0.13045214,0.071775276,0.05324469,0.075428239,0.064016111,0.051318917,0.058078533,0.044274257,0.071721159,0.071416532,0.058014156,0.077320023,1.0,0.036795352,0.081794308,0.058642468,0.066943354,0.068974285,0.072028317,0.087798251,0.067180026
P08581,0.122835035,0.097709759,0.111847206,0.059083993,0.057526776,0.122209737,0.039012798,0.064637193,0.055745448,0.048736975,0.046161695,0.056534658,0.064798144,0.054260017,0.121998393,0.048070852,0.048206969,0.045838398,0.068028272,0.120932064,0.042131358,0.130533932,0.051905609,0.028150952,0.04809818,0.051055939,0.047820604,0.051709671,0.04773254,0.101112224,0.041738489,0.070275755,0.065017239,0.105241576,0.105961239,0.046116929,0.062223119,0.095510271,0.106579695,0.05365988,0.101599583,0.065150615,0.109964659,0.070005013,0.054537107,0.084177369,0.053577851,0.116839681,0.038683545,0.119617475,0.063266925,0.065546379,0.044474549,0.101587231,0.059198798,0.052013954,0.045893114,0.060854142,0.109448156,0.048571926,0.035981984,0.079413306,0.077303537,0.133810862,0.07465991,0.061089179,0.033538914,0.050073172,0.087917462,0.070142023,0.05492976,0.044811662,0.039977672,0.102793769,0.057534745,0.046643034,0.055127201,0.113062706,0.056355296,0.133879977,0.132327912,0.135187859,0.117073589,0.115317433,0.071323109,0.063215953,0.056105733,0.137238879,0.076382688,0.081500868,0.067906163,0.08164717,0.06622803,0.06295656,0.125733778,0.049916572,0.04157755,0.064243407,0.107243589,0.061023751,0.031296564,0.052574716,0.10417271,0.119528099,0.068422969,0.121025502,0.047191781,0.048732318,0.126200744,0.064604106,0.048811737,0.060784453,0.098525212,0.0557343,0.056835147,0.109831609,0.042281321,0.066720868,0.069706966,0.040357256,0.060942109,0.073196718,0.0491961,0.059486244,0.041336425,0.101760728,0.097925676,0.058206806,0.063358957,0.061401867,0.300629826,0.063961909,0.060309894,0.118376448,0.037275232,0.110747925,0.040808612,0.042922056,0.112887366,0.04667727,0.041312917,0.043808283,0.054729594,0.107202483,0.113315686,0.034534429,0.116732521,0.125969259,0.060819454,0.038056667,0.036507792,0.051329345,0.121103873,0.048444357,0.045068534,0.052068473,0.105203417,0.058490963,0.109433784,0.035939631,0.054615654,0.047534401,0.06221558,0.043464355,0.095174671,0.049504152,0.060582348,0.064199714,0.038315628,0.050874971,0.045824216,0.052069215,0.067049603,0.047749112,0.061956735,0.114759526,0.049330651,0.062122806,0.128298415,0.074038586,0.036795352,1.0,0.093633937,0.114665571,0.063522878,0.071397171,0.050020269,0.055899652,0.061137551
